Service Code,Dept or Currency Code,Dept or Currency Desc,Activity,Unit cost,Cost
Elective Inpatients,CA84B ," Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",166,3399.2864,564281.5437
Elective Inpatients,CA84C ," Intermediate, Mouth or Throat Procedures, 18 years and under",127,4167.0124,529210.5692
Elective Inpatients,CA85A ," Minor, Mouth or Throat Procedures, 19 years and over",235,2771.3842,651275.2871
Elective Inpatients,CA85B ," Minor, Mouth or Throat Procedures, between 2 and 18 years",94,2930.9663,275510.8368
Elective Inpatients,CA86A ," Minimal, Mouth or Throat Procedures, 19 years and over",148,1475.1866,218327.6119
Elective Inpatients,CA86B ," Minimal, Mouth or Throat Procedures, between 2 and 18 years",71,1792.64,127277.4381
Elective Inpatients,CA86C ," Minimal, Mouth or Throat Procedures, 1 year and under",14,1732.4437,24254.2118
Elective Inpatients,CA90Z , Very Complex Maxillofacial Procedures,579,31666.4221,18334858.4
Elective Inpatients,CA91A , Complex Maxillofacial Procedures with CC Score 1+,495,14703.8364,7278399.036
Elective Inpatients,CA91B , Complex Maxillofacial Procedures with CC Score 0,459,10421.3172,4783384.617
Elective Inpatients,CA92A , Very Major Maxillofacial Procedures with CC Score 1+,670,10583.0335,7090632.439
Elective Inpatients,CA92B , Very Major Maxillofacial Procedures with CC Score 0,298,9634.8903,2871197.301
Elective Inpatients,CA93A ," Major Maxillofacial Procedures, 19 years and over, with CC Score 1+",578,8051.6603,4653859.648
Elective Inpatients,CA93B ," Major Maxillofacial Procedures, 19 years and over, with CC Score 0",576,7551.0506,4349405.165
Elective Inpatients,CA93C ," Major Maxillofacial Procedures, 18 years and under",86,8237.9651,708464.9956
Elective Inpatients,CA94Z , Intermediate Maxillofacial Procedures,638,7073.3742,4512812.756
Elective Inpatients,CA95Z , Minor Maxillofacial Procedures,392,3476.7939,1362903.198
Elective Inpatients,CA96Z ," Reduction or Fixation, of Jaw",415,5706.3269,2368125.673
Elective Inpatients,CA97Z ," Reduction or Fixation, of Cheekbone",392,4307.9883,1688731.399
Elective Inpatients,CA98Z , Reduction of Fracture of Nasal Bone,85,1426.2694,121232.8971
Elective Inpatients,CB01A ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+",240,18360.4838,4406516.109
Elective Inpatients,CB01B ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8",315,8320.1077,2620833.912
Elective Inpatients,CB01C ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4",437,6337.8234,2769628.833
Elective Inpatients,CB01D ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+",314,5706.2977,1791777.472
Elective Inpatients,CB01E ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",537,3883.8455,2085625.039
Elective Inpatients,CB01F ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",1342,2615.3365,3509781.629
Elective Inpatients,CB02A ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+",416,6613.0812,2751041.778
Elective Inpatients,CB02B ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4",600,4903.7787,2942267.234
Elective Inpatients,CB02C ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0",251,4330.6933,1087004.021
Elective Inpatients,CB02D ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",683,2373.2471,1620927.788
Elective Inpatients,CB02E ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",885,1514.0813,1339961.993
Elective Inpatients,CB02F ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",457,1432.0265,654436.1119
Elective Inpatients,CD01A ," Major Dental Procedures, 19 years and over",62,5760.006,357120.3734
Elective Inpatients,CD01B ," Major Dental Procedures, 18 years and under",57,6415.4959,365683.2676
Elective Inpatients,CD02A ," Intermediate Dental Procedures, 19 years and over",151,3063.0451,462519.8073
Elective Inpatients,CD02B ," Intermediate Dental Procedures, 18 years and under",24,3887.7037,93304.8896
Elective Inpatients,CD03A ," Minor Dental Procedures, 19 years and over",41,676.3362,27729.7857
Elective Inpatients,CD04A ," Major Surgical Removal of Tooth, 19 years and over",1125,2805.8082,3156534.223
Elective Inpatients,CD04B ," Major Surgical Removal of Tooth, 18 years and under",163,3307.2664,539084.42
Elective Inpatients,CD05A ," Surgical Removal of Tooth, 19 years and over",257,2612.1027,671310.4043
Elective Inpatients,CD05B ," Surgical Removal of Tooth, 18 years and under",150,2990.5881,448588.2178
Elective Inpatients,CD06A ," Extraction of Multiple Teeth, 19 years and over",592,3048.6145,1804779.775
Elective Inpatients,CD06B ," Extraction of Multiple Teeth, 18 years and under",474,2931.7401,1389644.819
Elective Inpatients,CD07A ," Minor Extraction of Tooth, 19 years and over",186,1185.5047,220503.8719
Elective Inpatients,CD07B ," Minor Extraction of Tooth, 18 years and under",46,2426.0232,111597.0687
Elective Inpatients,CD08Z , Biopsy of Gingiva,40,388.7781,15551.123
Elective Inpatients,CD09A ," Minor Dental Restoration Procedures, 19 years and over",24,2496.232,59909.569
Elective Inpatients,CD09B ," Dental Restoration Procedures, 18 years and under",11,2779.6634,30576.2969
Elective Inpatients,CD11A ," Dental Fitting or Insertion Procedures, 19 years and over",10,3721.8307,37218.3066
Elective Inpatients,DX01A ," COVID-19 Infection, with Major Manifestations, 19 years and over",285,4265.5886,1215692.749
Elective Inpatients,DX11A ," COVID-19 Infection, with Pneumonia, 19 years and over",113,3651.8151,412655.1077
Elective Inpatients,DX21A ," COVID-19 Infection, 19 years and over",436,3179.5527,1386284.974
Elective Inpatients,DX21B ," COVID-19 Infection, 18 years and under",96,2220.2177,213140.9014
Elective Inpatients,DZ01Z , Lung Transplant,30,80996.1428,2429884.284
Elective Inpatients,DZ02H ," Complex Thoracic Procedures, 19 years and over, with CC Score 6+",5896,13251.2457,78129344.47
Elective Inpatients,DZ02J ," Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",3184,10587.8291,33711647.93
Elective Inpatients,DZ02K ," Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",1239,10013.0295,12406143.5
Elective Inpatients,DZ02L ," Complex Thoracic Procedures, between 2 and 18 years",177,12041.0455,2131265.049
Elective Inpatients,DZ02M ," Complex Thoracic Procedures, 1 year and under",52,15750.8967,819046.6302
Elective Inpatients,DZ09J ," Pulmonary Embolus with Interventions, with CC Score 9+",27,4970.2572,134196.9434
Elective Inpatients,DZ09L ," Pulmonary Embolus without Interventions, with CC Score 12+",133,3162.4262,420602.6894
Elective Inpatients,DZ09M ," Pulmonary Embolus without Interventions, with CC Score 9-11",100,2064.8526,206485.2647
Elective Inpatients,DZ09N ," Pulmonary Embolus without Interventions, with CC Score 6-8",147,2080.1957,305788.7625
Elective Inpatients,DZ09P ," Pulmonary Embolus without Interventions, with CC Score 3-5",231,1124.0423,259653.7756
Elective Inpatients,DZ09Q ," Pulmonary Embolus without Interventions, with CC Score 0-2",178,800.5821,142503.6124
Elective Inpatients,DZ10H ," Lung Abscess-Empyema with Interventions, with CC Score 9+",65,7946.846,516544.9879
Elective Inpatients,DZ10J ," Lung Abscess-Empyema with Interventions, with CC Score 5-8",28,6015.9155,168445.6327
Elective Inpatients,DZ10K ," Lung Abscess-Empyema with Interventions, with CC Score 0-4",35,4637.3321,162306.625
Elective Inpatients,DZ10L ," Lung Abscess-Empyema without Interventions, with CC Score 9+",88,3706.3842,326161.8078
Elective Inpatients,DZ10M ," Lung Abscess-Empyema without Interventions, with CC Score 5-8",59,2553.1942,150638.4553
Elective Inpatients,DZ10N ," Lung Abscess-Empyema without Interventions, with CC Score 0-4",98,5522.6371,541218.433
Elective Inpatients,DZ11K ," Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 14+",108,7171.2541,774495.447
Elective Inpatients,DZ11L ," Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 9-13",48,10786.2102,517738.0892
Elective Inpatients,DZ11M ," Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 0-8",30,8011.9015,240357.044
Elective Inpatients,DZ11N ," Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",191,5736.5003,1095671.553
Elective Inpatients,DZ11P ," Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",138,6860.861,946798.8167
Elective Inpatients,DZ11Q ," Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",102,5216.8116,532114.7856
Elective Inpatients,DZ11R ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",840,3147.4823,2643885.148
Elective Inpatients,DZ11S ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",802,3168.6838,2541284.393
Elective Inpatients,DZ11T ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",692,2664.0657,1843533.444
Elective Inpatients,DZ11U ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",649,2361.1958,1532416.082
Elective Inpatients,DZ11V ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",619,1903.9866,1178567.688
Elective Inpatients,DZ12C , Bronchiectasis with CC Score 8+,572,8280.3649,4736368.717
Elective Inpatients,DZ12D , Bronchiectasis with CC Score 5-7,309,5238.1378,1618584.574
Elective Inpatients,DZ12E , Bronchiectasis with CC Score 2-4,306,3890.4618,1190481.314
Elective Inpatients,DZ12F , Bronchiectasis with CC Score 0-1,84,2037.0518,171112.3534
Elective Inpatients,DZ13A , Cystic Fibrosis with CC Score 1+,1447,6353.2548,9193159.707
Elective Inpatients,DZ13B , Cystic Fibrosis with CC Score 0,16,2613.9875,41823.8003
Elective Inpatients,DZ14F ," Pulmonary, Pleural or Other Tuberculosis, with Interventions",63,8336.7804,525217.1679
Elective Inpatients,DZ14G ," Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 7+",81,8039.245,651178.8451
Elective Inpatients,DZ14H ," Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",70,4291.7517,300422.6206
Elective Inpatients,DZ14J ," Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",42,2835.6261,119096.2942
Elective Inpatients,DZ15M , Asthma with Interventions,61,14795.6482,902534.5387
Elective Inpatients,DZ15N ," Asthma without Interventions, with CC Score 9+",195,1985.078,387090.2128
Elective Inpatients,DZ15P ," Asthma without Interventions, with CC Score 6-8",308,1756.9863,541151.7735
Elective Inpatients,DZ15Q ," Asthma without Interventions, with CC Score 3-5",546,1447.4459,790305.4473
Elective Inpatients,DZ15R ," Asthma without Interventions, with CC Score 0-2",483,1307.8455,631689.3695
Elective Inpatients,DZ16H ," Pleural Effusion with Multiple Interventions, with CC Score 11+",89,8647.8713,769660.5473
Elective Inpatients,DZ16J ," Pleural Effusion with Multiple Interventions, with CC Score 6-10",103,6379.8006,657119.4637
Elective Inpatients,DZ16K ," Pleural Effusion with Multiple Interventions, with CC Score 0-5",85,5548.9331,471659.3114
Elective Inpatients,DZ16L ," Pleural Effusion with Single Intervention, with CC Score 11+",145,4425.6014,641712.2044
Elective Inpatients,DZ16M ," Pleural Effusion with Single Intervention, with CC Score 6-10",219,4185.6851,916665.0451
Elective Inpatients,DZ16N ," Pleural Effusion with Single Intervention, with CC Score 0-5",245,3727.2282,913170.9069
Elective Inpatients,DZ16P ," Pleural Effusion without Interventions, with CC Score 11+",243,2829.8714,687658.7477
Elective Inpatients,DZ16Q ," Pleural Effusion without Interventions, with CC Score 6-10",434,2056.7739,892639.8879
Elective Inpatients,DZ16R ," Pleural Effusion without Interventions, with CC Score 0-5",536,1353.3351,725387.5977
Elective Inpatients,DZ17L ," Respiratory Neoplasms with Multiple Interventions, with CC Score 10+",57,12643.4729,720677.9555
Elective Inpatients,DZ17M ," Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9",65,6397.3768,415829.4928
Elective Inpatients,DZ17N ," Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",85,5158.4055,438464.4676
Elective Inpatients,DZ17P ," Respiratory Neoplasms with Single Intervention, with CC Score 10+",126,6585.6796,829795.632
Elective Inpatients,DZ17Q ," Respiratory Neoplasms with Single Intervention, with CC Score 6-9",160,4953.3022,792528.353
Elective Inpatients,DZ17R ," Respiratory Neoplasms with Single Intervention, with CC Score 0-5",339,4935.0633,1672986.454
Elective Inpatients,DZ17S ," Respiratory Neoplasms without Interventions, with CC Score 13+",274,7381.8361,2022623.09
Elective Inpatients,DZ17T ," Respiratory Neoplasms without Interventions, with CC Score 8-12",481,4085.3535,1965055.048
Elective Inpatients,DZ17U ," Respiratory Neoplasms without Interventions, with CC Score 4-7",903,2666.1839,2407564.087
Elective Inpatients,DZ17V ," Respiratory Neoplasms without Interventions, with CC Score 0-3",690,2343.4048,1616949.29
Elective Inpatients,DZ18D ," Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",311,3918.4359,1218633.554
Elective Inpatients,DZ18E ," Sleep Disorders Affecting Breathing, with Interventions, with CC Score 0-3",184,1741.2526,320390.4753
Elective Inpatients,DZ18F ," Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+",326,1162.7105,379043.6105
Elective Inpatients,DZ18G ," Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",859,871.1072,748281.1222
Elective Inpatients,DZ19H , Other Respiratory Disorders with Multiple Interventions,93,6357.7054,591266.6053
Elective Inpatients,DZ19J ," Other Respiratory Disorders with Single Intervention, with CC Score 5+",250,3866.7993,966699.8226
Elective Inpatients,DZ19K ," Other Respiratory Disorders with Single Intervention, with CC Score 0-4",274,4054.6016,1110960.847
Elective Inpatients,DZ19L ," Other Respiratory Disorders without Interventions, with CC Score 11+",163,1685.1927,274686.4038
Elective Inpatients,DZ19M ," Other Respiratory Disorders without Interventions, with CC Score 5-10",643,1564.2868,1005836.41
Elective Inpatients,DZ19N ," Other Respiratory Disorders without Interventions, with CC Score 0-4",743,1086.089,806964.1604
Elective Inpatients,DZ20E ," Pulmonary Oedema without Interventions, with CC Score 6+",11,3387.0466,37257.513
Elective Inpatients,DZ22K ," Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 9+",63,8016.0918,505013.7836
Elective Inpatients,DZ22L ," Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",38,4929.3902,187316.8276
Elective Inpatients,DZ22M ," Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+",128,4443.6843,568791.5965
Elective Inpatients,DZ22N ," Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",177,4716.6505,834847.142
Elective Inpatients,DZ22P ," Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",337,2672.9203,900774.155
Elective Inpatients,DZ22Q ," Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",387,1418.2163,548849.707
Elective Inpatients,DZ23L ," Bronchopneumonia without Interventions, with CC Score 11+",31,4031.9748,124991.2173
Elective Inpatients,DZ23M ," Bronchopneumonia without Interventions, with CC Score 6-10",15,6953.0126,104295.1895
Elective Inpatients,DZ23N ," Bronchopneumonia without Interventions, with CC Score 0-5",18,1923.5672,34624.2093
Elective Inpatients,DZ24J ," Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 10+",52,7002.8177,364146.5205
Elective Inpatients,DZ24L ," Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 10+",70,4484.6966,313928.7646
Elective Inpatients,DZ24M ," Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9",27,5804.5728,156723.4668
Elective Inpatients,DZ24N ," Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",175,2751.6806,481544.1063
